,Close,MA10,EMA12,EMA26,MACD,UB,LB,ATR,RSI,pivot,s1,r1,s2,r2,s3,r3,CCI,mom,^IXIC,usd_interest,usd_inflation,gbp_interest,gbp_inflation
2019-05-09,1.3012022972106934,1.302056884765625,1.3035838710725836,1.3042583313248666,-0.000674460252283,1.3159770075595525,1.287489181348071,0.0094387531280517,62.12476490889123,1.300214409828186,1.2978197336196902,1.3035969734191897,1.2944371700286867,1.305991649627685,1.2920424938201909,1.3093742132186887,-4.387530786366602,-0.0021197795867919,7910.58984375,2.38,1.44217,0.75,1.8
2019-05-10,1.3009653091430664,1.303192710876465,1.3031810153911192,1.3040144037558443,-0.0008333883647251,1.3156304719238905,1.2873720166892384,0.0096502389226641,63.0452641090939,1.3016351858774822,1.2986389001210532,1.3039615948994956,1.2963124910990398,1.3069578806559246,1.2933162053426108,1.309284289677938,-1.23111677494545,-0.0140973329544067,7916.93994140625,2.38,1.59855,0.75,1.8
2019-05-13,1.3010668754577637,1.304097092151642,1.30285576309368,1.303796068326357,-0.000940305232677,1.3148876853764295,1.2873828105151417,0.0096547944205148,60.970284144313496,1.3000797033309937,1.2960723638534546,1.3050742149353027,1.2910778522491455,1.3090815544128418,1.2870705127716064,1.3140760660171509,-1.0876505618137144,-0.0088623762130737,7647.02001953125,2.38,1.59855,0.75,1.8
2019-05-14,1.2963106632232666,1.3044038772583009,1.301848824652078,1.303241593874276,-0.0013927692221982,1.3136432468873922,1.2872310578840311,0.009917105947222,53.42730282521089,1.2948059638341267,1.292426864306132,1.2986897627512612,1.288543065388997,1.301068862279256,1.2861639658610025,1.3049526611963906,-2.600389912267912,-0.0105713605880737,7734.490234375,2.38,1.59855,0.75,1.8
2019-05-15,1.2906556129455566,1.3030709385871888,1.3001267920818438,1.3023092989906673,-0.0021825069088234,1.3134782314762812,1.2859984874263066,0.0103667974472046,33.19920545005965,1.288606325785319,1.2849558194478354,1.2943061192830403,1.279256025950114,1.2979566256205242,1.2756055196126304,1.3036564191182456,-1.3316937643870403,-0.0105466842651367,7822.14990234375,2.4,1.59855,0.75,1.8
2019-05-16,1.2847524881362915,1.3010149240493774,1.2977615145517587,1.3010087944829356,-0.0032472799311769,1.3138949863832816,1.2836635835248609,0.0108036994934082,26.76526139097774,1.28309961160024,1.2806868950525918,1.2871652046839397,1.276621301968892,1.289577921231588,1.274208585421244,1.2936435143152876,0.9828471521730344,-0.0162128210067749,7898.0498046875,2.39,1.59855,0.75,1.8
2019-05-17,1.2797706127166748,1.2986597776412965,1.2949936835002074,1.299435595833583,-0.0044419123333756,1.3151272935552358,1.2804639535265208,0.0113435898508344,25.07028533068176,1.2772746086120603,1.274631142616272,1.2824140787124636,1.269491672515869,1.2850575447082522,1.2668482065200803,1.2901970148086552,-1.7813473899934864,-0.0212962627410888,7816.27978515625,2.39,1.59855,0.75,1.8
2019-05-20,1.2731555700302124,1.2944690704345705,1.2916339737355926,1.2974889272555556,-0.005854953519963,1.3169892387985798,1.2759799284339337,0.0110219546726772,0.2411916907764038,1.273530642191569,1.271307071050008,1.2753791411717734,1.2694585720698035,1.2776027123133344,1.2672350009282427,1.2794512112935388,0.9949591882187748,-0.0231550931930542,7702.3798828125,2.39,1.59855,0.75,1.8
2019-05-21,1.2729123830795288,1.2907673835754394,1.288753729019275,1.295668442501776,-0.0069147134825009,1.3182476656810993,1.2721982462032086,0.0106511967522757,0.2728810085067294,1.2736520767211914,1.2678773403167725,1.2786871194839478,1.262842297554016,1.2844618558883667,1.2570675611495972,1.289496898651123,2.272384950755459,-0.0177432298660278,7785.72021484375,2.39,1.59855,0.75,1.8
2019-05-23,1.2664159536361694,1.2867207765579225,1.2853171481911048,1.293501591474694,-0.0081844432835891,1.3202448644219071,1.2674614749373765,0.0110947830336434,0.2497376582111456,1.2651160955429075,1.2618887424468994,1.2696433067321775,1.2573615312576294,1.272870659828186,1.254134178161621,1.277397871017456,-0.2520466441905188,-0.018336534500122,7628.27978515625,2.38,1.59855,0.75,2.0
2019-05-24,1.2664639949798584,1.2832469463348388,1.2824166630816822,1.2914988065491506,-0.0090821434674683,1.3217378749567326,1.2635659561437311,0.0102542553629194,0.4269927462268157,1.2677069107691448,1.263699253400167,1.2704716523488364,1.2609345118204751,1.2744793097178142,1.2569268544514975,1.2772440512975058,-1.0099179336120447,-0.0133066177368164,7637.009765625,2.38,1.59855,0.75,2.0
2019-05-28,1.2682307958602903,1.2771143198013306,1.2789400570424327,1.2884704708366908,-0.009530413794258,1.322817357337011,1.258394054615961,0.009733429976872,13.478474165019918,1.2679386138916016,1.2658747434616089,1.2702946662902832,1.2635186910629272,1.272358536720276,1.2614548206329346,1.2747145891189575,0.0324903563540655,-0.0046815872192385,7607.35009765625,2.39,1.59855,0.75,2.0
2019-05-29,1.2659670114517212,1.274079954624176,1.276944203874631,1.2868035479192856,-0.0098593440446546,1.3232433625658542,1.2552404693166228,0.0094584992953709,14.269631692574237,1.2647284269332886,1.2624953985214231,1.2682000398635864,1.2590237855911257,1.2704330682754517,1.2567907571792605,1.2739046812057495,-5.406908098101749,-0.0004489421844482,7547.31005859375,2.39,1.59855,0.75,2.0
2019-05-30,1.2629451751708984,1.2713089108467102,1.27479050715098,1.285036261049035,-0.0102457538980549,1.3223778830870097,1.252001966346889,0.0092811414173671,15.213044883689918,1.2618025541305542,1.2595424652099607,1.2652052640914917,1.2561397552490232,1.2674653530120852,1.2538796663284295,1.270868062973023,-4.770805114199685,-0.0035188198089599,7567.72021484375,2.39,1.59855,0.75,2.0
2019-05-31,1.2609704732894895,1.26893070936203,1.272664348095366,1.2832536101038834,-0.0105892620085172,1.32093223730882,1.249013396102587,0.0094462462833949,16.877743612901853,1.2602103153864543,1.2567733128865564,1.2644074757893882,1.2525761524836223,1.267844478289286,1.2491391499837246,1.27204163869222,-6.909230219078717,-0.0115046501159667,7453.14990234375,2.4,1.59855,0.75,2.0
2019-06-03,1.2639508247375488,1.2673487305641171,1.2713238060403174,1.2818237741508216,-0.0104999681105042,1.3190447392153546,1.2469637689900592,0.0091498494148254,26.666174339930507,1.2636926968892417,1.2615626255671182,1.266080896059672,1.2591744263966878,1.2682109673817952,1.2570443550745645,1.2705991665522256,-3.811169570435548,-0.0042799711227414,7333.02001953125,2.38,1.59855,0.75,2.0
2019-06-04,1.2664159536361694,1.266674768924713,1.2705687518242943,1.280682454112699,-0.0101137022884048,1.3139720777335344,1.247171761625749,0.0088989904948643,38.67250112201064,1.2671539386113484,1.263724366823832,1.2698455254236856,1.2610327800114949,1.273275097211202,1.2576032082239783,1.275966684023539,3.0921492879143497,0.0004489421844482,7527.1201171875,2.38,1.59855,0.75,2.0
2019-06-05,1.2702767848968506,1.2664112091064452,1.270523833835457,1.2799116638004142,-0.0093878299649572,1.3092469341910693,1.2479316584908156,0.008512190410069,46.0505396589484,1.2713357210159302,1.2682665586471558,1.273345947265625,1.266256332397461,1.2764151096343994,1.2631871700286863,1.2784253358840942,7.68464302479323,0.0073316097259521,7575.47998046875,2.38,1.59855,0.75,2.0
2019-06-06,1.2688584327697754,1.266655457019806,1.2702676182868906,1.2790929059462928,-0.0088252876594021,1.304546415023254,1.2488298185544744,0.0081986699785504,54.31709095199767,1.2700045506159463,1.265815337498983,1.2730476458867392,1.2627722422281902,1.2772368590037029,1.2585830291112263,1.2802799542744956,5.611242659503931,0.0078879594802858,7615.5498046875,2.37,1.59855,0.75,2.0
2019-06-07,1.269841194152832,1.2669931769371032,1.2702020145739583,1.278407593961592,-0.0082055793876334,1.3005972426583827,1.249642880613559,0.007820223058973,55.778283607052245,1.2716525395711262,1.2671275536219275,1.2743661801020305,1.2644139130910237,1.2788911660512288,1.2598889271418252,1.2816048065821328,11.719534363491707,0.0058903694152832,7742.10009765625,2.37,1.59855,0.75,2.0
2019-06-10,1.2722970247268677,1.2669753670692443,1.2705243238282522,1.2779549592034642,-0.007430635375212,1.2960805435203162,1.251292751310006,0.0077637519155229,49.65307127132935,1.270274639129639,1.2676368951797483,1.2749347686767578,1.2629767656326294,1.277572512626648,1.2603390216827393,1.282232642173767,13.841930001938117,0.0058810710906982,7823.169921875,2.37,1.59855,0.75,2.0
