,Close,^DJI,^FTSE,^GSPC,^IXIC,usd_interest,usd_inflation,gbp_interest,gbp_inflation
2023-03-22,1.2225087881088257,32030.109375,7566.7998046875,3936.969970703125,11669.9599609375,4.58,5.33874,4.0,9.2
2023-03-23,1.227973222732544,32105.25,7499.60009765625,3948.719970703125,11787.400390625,4.83,5.33874,4.25,9.2
2023-03-24,1.228154182434082,32237.529296875,7405.5,3970.989990234375,11823.9599609375,4.83,5.33874,4.25,9.2
2023-03-27,1.224600315093994,32432.080078125,7471.7998046875,3977.530029296875,11768.83984375,4.83,5.33874,4.25,9.2
2023-03-28,1.229755163192749,32394.25,7484.2998046875,3971.27001953125,11716.080078125,4.83,5.33874,4.25,9.2
2023-03-29,1.2330456972122192,32717.599609375,7564.2998046875,4027.81005859375,11926.240234375,4.83,5.33874,4.25,9.2
2023-03-30,1.2313603162765503,32859.03125,7620.39990234375,4050.830078125,12013.4697265625,4.83,5.33874,4.25,9.2
2023-03-31,1.238727569580078,33274.1484375,7631.7001953125,4109.31005859375,12221.91015625,4.83,5.33874,4.25,9.2
2023-04-03,1.228697419166565,33601.1484375,7673.0,4124.509765625,12189.4501953125,4.83,5.33874,4.25,9.2
2023-04-04,1.2423131465911863,33402.37890625,7634.5,4100.60009765625,12126.330078125,4.83,5.33874,4.25,9.2
2023-04-05,1.249843716621399,33482.71875,7662.89990234375,4090.3798828125,11996.8603515625,4.83,5.33874,4.25,9.2
2023-04-06,1.2463078498840332,33485.2890625,7741.60009765625,4105.02001953125,12087.9599609375,4.83,5.33874,4.25,9.2
2023-04-11,1.239218831062317,33684.7890625,7785.7001953125,4108.93994140625,12031.8798828125,4.83,5.33874,4.25,9.2
2023-04-12,1.2431007623672483,33646.5,7824.7998046875,4091.949951171875,11929.33984375,4.83,3.86566,4.25,9.2
2023-04-13,1.2492660284042358,34029.69140625,7843.39990234375,4146.22021484375,12166.26953125,4.83,3.86566,4.25,9.2
2023-04-14,1.2525300979614258,33886.46875,7871.89990234375,4137.64013671875,12123.4697265625,4.83,3.86566,4.25,9.2
2023-04-17,1.2400178909301758,33987.1796875,7879.5,4151.31982421875,12157.7197265625,4.83,3.86566,4.25,9.2
2023-04-18,1.2375471591949463,33976.62890625,7909.39990234375,4154.8701171875,12153.41015625,4.83,3.86566,4.25,9.2
2023-04-19,1.2425447702407837,33897.01171875,7898.7998046875,4154.52001953125,12157.23046875,4.83,3.86566,4.25,8.9
2023-04-20,1.2428845167160034,33786.62109375,7902.60009765625,4129.7900390625,12059.5595703125,4.83,3.86566,4.25,8.9
2023-04-21,1.244090557098389,33808.9609375,7914.10009765625,4133.52001953125,12072.4599609375,4.83,3.86566,4.25,8.9
2023-04-24,1.2449734210968018,33875.3984375,7912.2001953125,4137.0400390625,12037.2001953125,4.83,3.86566,4.25,8.9
2023-04-25,1.25,33530.828125,7891.10009765625,4071.6298828125,11799.16015625,4.83,3.86566,4.25,8.9
2023-04-26,1.2414803504943848,33301.87109375,7852.60009765625,4055.989990234375,11854.349609375,4.83,3.86566,4.25,8.9
2023-04-27,1.2471472024917605,33826.16015625,7831.60009765625,4135.35009765625,12142.240234375,4.83,3.86566,4.25,8.9
2023-04-28,1.249750018119812,34098.16015625,7870.60009765625,4169.47998046875,12226.580078125,4.83,3.86566,4.25,8.9
2023-05-02,1.2485953569412231,33684.53125,7773.0,4119.580078125,12080.509765625,4.83,3.86566,4.25,8.9
2023-05-03,1.2476606369018557,33414.23828125,7788.39990234375,4090.75,12025.330078125,4.83,3.86566,4.25,8.9
2023-05-04,1.256897211074829,33127.73828125,7702.60009765625,4061.219970703125,11966.400390625,5.08,3.86566,4.25,8.9
2023-05-05,1.2583364248275757,33674.37890625,7778.39990234375,4136.25,12235.41015625,5.08,3.86566,4.25,8.9
2023-05-09,1.2612725496292114,33561.80859375,7764.10009765625,4119.169921875,12179.5498046875,5.08,3.86566,4.25,8.9
2023-05-10,1.2624667882919312,33531.328125,7741.2998046875,4137.64013671875,12306.4404296875,5.08,3.81787,4.25,8.9
2023-05-11,1.2626996040344238,33309.51171875,7730.60009765625,4130.6201171875,12328.509765625,5.08,3.81787,4.5,8.9
2023-05-12,1.2508130073547363,33300.62109375,7754.60009765625,4124.080078125,12284.740234375,5.08,3.81787,4.5,8.9
2023-05-15,1.2450973987579346,33348.6015625,7777.7001953125,4136.27978515625,12365.2099609375,5.08,3.81787,4.5,8.9
2023-05-16,1.2525207996368408,33012.140625,7751.10009765625,4109.89990234375,12343.0498046875,5.08,3.81787,4.5,8.9
2023-05-17,1.2484394311904907,33420.76953125,7723.2001953125,4158.77001953125,12500.5703125,5.08,3.81787,4.5,8.9
2023-05-18,1.2482805252075195,33535.91015625,7742.2998046875,4198.0498046875,12688.83984375,5.08,3.81787,4.5,8.9
2023-05-19,1.2412338256835938,33426.62890625,7756.89990234375,4191.97998046875,12657.900390625,5.08,3.81787,4.5,8.9
2023-05-22,1.2461059093475342,33286.578125,7771.0,4192.6298828125,12720.7802734375,5.08,3.81787,4.5,8.9
2023-05-23,1.243440866470337,33055.51171875,7763.0,4145.580078125,12560.25,5.08,3.81787,4.5,8.9
2023-05-24,1.241726994514465,32799.921875,7627.10009765625,4115.240234375,12484.16015625,5.08,3.81787,4.5,7.8
2023-05-25,1.2371032238006592,32764.650390625,7570.89990234375,4151.27978515625,12698.08984375,5.08,3.81787,4.5,7.8
2023-05-26,1.2318304777145386,33093.33984375,7627.2001953125,4205.4501953125,12975.6904296875,5.08,3.81787,4.5,7.8
2023-05-30,1.234933853149414,33042.78125,7522.10009765625,4205.52001953125,13017.4296875,5.08,3.81787,4.5,7.8
2023-05-31,1.241187572479248,32908.26953125,7446.10009765625,4179.830078125,12935.2900390625,5.08,3.81787,4.5,7.8
2023-06-01,1.244694471359253,33061.5703125,7490.2998046875,4221.02001953125,13100.98046875,5.08,3.81787,4.5,7.8
2023-06-02,1.2525991201400757,33762.76171875,7607.2998046875,4282.3701171875,13240.76953125,5.08,3.81787,4.5,7.8
2023-06-05,1.2430236339569092,33562.859375,7600.0,4273.7900390625,13229.4296875,5.08,3.81787,4.5,7.8
2023-06-06,1.2433171272277832,33573.28125,7628.10009765625,4283.85009765625,13276.419921875,5.08,3.81787,4.5,7.8
2023-06-07,1.2428536415100098,33665.01953125,7624.2998046875,4267.52001953125,13104.900390625,5.08,3.81787,4.5,7.8
2023-06-08,1.2445859909057615,33833.609375,7599.7001953125,4293.93017578125,13238.51953125,5.08,3.81787,4.5,7.8
2023-06-09,1.255950093269348,33876.78125,7562.39990234375,4298.85986328125,13259.1396484375,5.08,3.81787,4.5,7.8
2023-06-12,1.25809907913208,34066.328125,7570.7001953125,4338.93017578125,13461.919921875,5.08,3.81787,4.5,7.8
2023-06-13,1.2515331506729126,34212.12109375,7594.7998046875,4369.009765625,13573.3203125,5.08,2.66873,4.5,7.8
2023-06-14,1.260684370994568,33979.328125,7602.7001953125,4372.58984375,13626.48046875,5.08,2.66873,4.5,7.8
2023-06-15,1.26708984375,34408.05859375,7628.2998046875,4425.83984375,13782.8203125,5.07,2.66873,4.5,7.8
2023-06-16,1.278576135635376,34299.12109375,7642.7001953125,4409.58984375,13689.5703125,5.08,2.66873,4.5,7.8
2023-06-20,1.2794759273529053,34053.87109375,7569.2998046875,4388.7099609375,13667.2900390625,5.07,2.66873,4.5,7.8
2023-06-21,1.276535987854004,33951.51953125,7559.2001953125,4365.68994140625,13502.2001953125,5.07,2.66873,4.5,7.9
2023-06-22,1.277204513549805,33946.7109375,7502.0,4381.89013671875,13630.6103515625,5.07,2.66873,5.0,7.9
2023-06-23,1.2747135162353516,33727.4296875,7461.89990234375,4348.330078125,13492.51953125,5.07,2.66873,5.0,7.9
2023-06-26,1.2729610204696655,33714.7109375,7453.60009765625,4328.81982421875,13335.7802734375,5.07,2.66873,5.0,7.9
2023-06-27,1.2711971998214722,33926.73828125,7461.5,4378.41015625,13555.669921875,5.07,2.66873,5.0,7.9
2023-06-28,1.2744698524475098,33852.66015625,7500.5,4376.85986328125,13591.75,5.07,2.66873,5.0,7.9
2023-06-29,1.264254450798035,34122.421875,7471.7001953125,4396.43994140625,13591.330078125,5.07,2.66873,5.0,7.9
2023-06-30,1.261463642120361,34407.6015625,7531.5,4450.3798828125,13787.919921875,5.08,2.66873,5.0,7.9
2023-07-03,1.2693254947662354,34418.46875,7527.2998046875,4455.58984375,13816.76953125,5.08,2.66873,5.0,7.9
2023-07-05,1.2717629671096802,34288.640625,7442.10009765625,4446.81982421875,13791.650390625,5.08,2.66873,5.0,7.9
2023-07-06,1.2704542875289917,33922.26171875,7280.5,4411.58984375,13679.0400390625,5.08,2.66873,5.0,7.9
2023-07-07,1.2742749452590942,33734.87890625,7256.89990234375,4398.9501953125,13660.7197265625,5.08,2.66873,5.0,7.9
2023-07-10,1.2838947772979736,33944.3984375,7273.7998046875,4409.52978515625,13685.48046875,5.07,2.66873,5.0,7.9
2023-07-11,1.2864713668823242,34261.421875,7282.5,4439.259765625,13760.7001953125,5.08,2.66873,5.0,7.9
2023-07-12,1.2934770584106443,34347.4296875,7416.10009765625,4472.16015625,13918.9599609375,5.08,1.36601,5.0,7.9
2023-07-13,1.29962956905365,34395.140625,7440.2001953125,4510.0400390625,14138.5703125,5.08,1.36601,5.0,7.9
2023-07-14,1.3128528594970703,34509.03125,7434.60009765625,4505.419921875,14113.7001953125,5.08,1.36601,5.0,7.9
2023-07-17,1.3090204000473022,34585.3515625,7406.39990234375,4522.7900390625,14244.9501953125,5.08,1.36601,5.0,7.9
2023-07-18,1.307172417640686,34951.9296875,7453.7001953125,4554.97998046875,14353.6396484375,5.08,1.36601,5.0,7.9
2023-07-19,1.303508996963501,35061.2109375,7588.2001953125,4565.72021484375,14358.01953125,5.08,1.36601,5.0,7.3
2023-07-20,1.2939791679382324,35225.1796875,7646.10009765625,4534.8701171875,14063.3095703125,5.08,1.36601,5.0,7.3
2023-07-21,1.2872332334518433,35227.69140625,7663.7001953125,4536.33984375,14032.8095703125,5.08,1.36601,5.0,7.3
2023-07-24,1.2853471040725708,35411.23828125,7678.60009765625,4554.64013671875,14058.8701171875,5.08,1.36601,5.0,7.3
2023-07-25,1.281262755393982,35438.0703125,7691.7998046875,4567.4599609375,14144.5595703125,5.08,1.36601,5.0,7.3
2023-07-26,1.2893908023834229,35520.12109375,7676.89990234375,4566.75,14127.2802734375,5.08,1.36601,5.0,7.3
2023-07-27,1.292724609375,35282.71875,7692.7998046875,4537.41015625,14050.1103515625,5.33,1.36601,5.0,7.3
2023-07-28,1.2793776988983154,35459.2890625,7694.2998046875,4582.22998046875,14316.66015625,5.33,1.36601,5.0,7.3
2023-07-31,1.2853965759277344,35559.53125,7699.39990234375,4588.9599609375,14346.01953125,5.33,1.36601,5.0,7.3
2023-08-01,1.283400535583496,35630.6796875,7666.2998046875,4576.72998046875,14283.91015625,5.33,1.36601,5.0,7.3
2023-08-02,1.2795741558074951,35282.51953125,7561.60009765625,4513.39013671875,13973.4501953125,5.33,1.36601,5.0,7.3
2023-08-03,1.2720379829406738,35215.890625,7529.2001953125,4501.89013671875,13959.7197265625,5.33,1.36601,5.25,7.3
2023-08-04,1.2716336250305176,35065.62109375,7564.39990234375,4478.02978515625,13909.240234375,5.33,1.36601,5.25,7.3
2023-08-07,1.2747948169708252,35473.12890625,7554.5,4518.43994140625,13994.400390625,5.33,1.36601,5.25,7.3
2023-08-08,1.2782002687454224,35314.48828125,7527.39990234375,4499.3798828125,13884.3203125,5.33,1.36601,5.25,7.3
2023-08-09,1.2741613388061523,35123.359375,7587.2998046875,4467.7099609375,13722.01953125,5.33,1.36601,5.25,7.3
2023-08-10,1.2720056772232056,35176.1484375,7618.60009765625,4468.830078125,13737.990234375,5.33,1.67472,5.25,7.3
2023-08-11,1.2670094966888428,35281.3984375,7524.2001953125,4464.0498046875,13644.849609375,5.33,1.67472,5.25,7.3
2023-08-14,1.2695027589797974,35307.62890625,7507.2001953125,4489.72021484375,13788.330078125,5.33,1.67472,5.25,7.3
2023-08-15,1.2685203552246094,34946.390625,7389.60009765625,4437.85986328125,13631.0498046875,5.33,1.67472,5.25,7.3
2023-08-16,1.2701315879821775,34765.73828125,7356.89990234375,4404.330078125,13474.6298828125,5.33,1.67472,5.25,6.4
2023-08-17,1.2728151082992554,34474.828125,7310.2001953125,4370.35986328125,13316.9296875,5.33,1.67472,5.25,6.4
2023-08-18,1.275022268295288,34500.66015625,7262.39990234375,4369.7099609375,13290.7802734375,5.33,1.67472,5.25,6.4
2023-08-21,1.2741937637329102,34463.69140625,7257.7998046875,4399.77001953125,13497.58984375,5.33,1.67472,5.25,6.4
2023-08-22,1.2760798931121826,34288.828125,7270.7998046875,4387.5498046875,13505.8701171875,5.33,1.67472,5.25,6.4
2023-08-23,1.2731555700302124,34472.98046875,7320.5,4436.009765625,13721.0302734375,5.33,1.67472,5.25,6.4
2023-08-24,1.2720541954040527,34099.421875,7333.60009765625,4376.31005859375,13463.9697265625,5.33,1.67472,5.25,6.4
2023-08-25,1.2592872381210327,34346.8984375,7338.60009765625,4405.7099609375,13590.650390625,5.33,1.67472,5.25,6.4
2023-08-29,1.2611136436462402,34852.671875,7465.0,4497.6298828125,13943.759765625,5.33,1.67472,5.25,6.4
2023-08-30,1.2636793851852417,34890.23828125,7473.7001953125,4514.8701171875,14019.3095703125,5.33,1.67472,5.25,6.4
2023-08-31,1.271179437637329,34721.91015625,7439.10009765625,4507.66015625,14034.9697265625,5.33,1.67472,5.25,6.4
2023-09-01,1.2672826051712036,34837.7109375,7464.5,4515.77001953125,14031.8095703125,5.33,1.67472,5.25,6.4
2023-09-05,1.2623074054718018,34641.96875,7437.89990234375,4496.830078125,14020.9501953125,5.33,1.67472,5.25,6.4
2023-09-06,1.2570552825927734,34443.19140625,7426.10009765625,4465.47998046875,13872.4697265625,5.33,1.67472,5.25,6.4
2023-09-07,1.2498750686645508,34500.73046875,7441.7001953125,4451.14013671875,13748.830078125,5.33,1.67472,5.25,6.4
2023-09-08,1.2475050687789917,34576.58984375,7478.2001953125,4457.490234375,13761.5302734375,5.33,1.67472,5.25,6.4
2023-09-11,1.2489992380142212,34663.71875,7496.89990234375,4487.4599609375,13917.8896484375,5.33,1.67472,5.25,6.4
2023-09-12,1.2508755922317505,34645.98828125,7527.5,4461.89990234375,13773.6103515625,5.33,1.67472,5.25,6.4
2023-09-13,1.2491724491119385,34575.53125,7526.0,4467.43994140625,13813.58984375,5.33,2.47013,5.25,6.4
2023-09-14,1.248953938484192,34907.109375,7673.10009765625,4505.10009765625,13926.0498046875,5.33,2.47013,5.25,6.4
2023-09-15,1.2401869297027588,34618.23828125,7711.39990234375,4450.31982421875,13708.330078125,5.33,2.47013,5.25,6.4
2023-09-18,1.2397565841674805,34624.30078125,7652.89990234375,4453.52978515625,13710.240234375,5.33,2.47013,5.25,6.4
2023-09-19,1.2383747100830078,34517.73046875,7660.2001953125,4443.9501953125,13678.1904296875,5.33,2.47013,5.25,6.4
2023-09-20,1.2393569946289062,34440.87890625,7731.7001953125,4402.2001953125,13469.1298828125,5.33,2.47013,5.25,6.3
2023-09-21,1.2328935861587524,34070.421875,7678.60009765625,4330.0,13223.98046875,5.33,2.47013,5.25,6.3
2023-09-22,1.2294225692749023,33963.83984375,7683.89990234375,4320.06005859375,13211.8095703125,5.33,2.47013,5.25,6.3
2023-09-25,1.2241849899291992,34006.87890625,7624.0,4337.43994140625,13271.3203125,5.33,2.47013,5.25,6.3
2023-09-26,1.2213143110275269,33618.87890625,7625.7001953125,4273.52978515625,13063.6103515625,5.33,2.47013,5.25,6.3
2023-09-27,1.2146830558776855,33550.26953125,7593.2001953125,4274.509765625,13092.849609375,5.33,2.47013,5.25,6.3
2023-09-28,1.2135332822799685,33666.33984375,7601.89990234375,4299.7001953125,13201.2802734375,5.33,2.47013,5.25,6.3
2023-09-29,1.2204796075820925,33507.5,7608.10009765625,4288.0498046875,13219.3203125,5.33,2.47013,5.25,6.3
2023-10-02,1.2193039655685425,33433.3515625,7510.7001953125,4288.39013671875,13307.76953125,5.33,2.47013,5.25,6.3
2023-10-03,1.209116816520691,33002.37890625,7470.2001953125,4229.4501953125,13059.4697265625,5.33,2.47013,5.25,6.3
2023-10-04,1.2078461647033691,33129.55078125,7412.5,4263.75,13236.009765625,5.33,2.47013,5.25,6.3
2023-10-05,1.2137395143508911,33119.5703125,7451.5,4258.18994140625,13219.830078125,5.33,2.47013,5.25,6.3
2023-10-06,1.218769073486328,33407.578125,7494.60009765625,4308.5,13431.33984375,5.33,2.47013,5.25,6.3
2023-10-09,1.222090482711792,33604.6484375,7492.2001953125,4335.66015625,13484.240234375,5.33,2.47013,5.25,6.3
2023-10-10,1.225039839744568,33739.30078125,7628.2001953125,4358.240234375,13562.83984375,5.33,2.47013,5.25,6.3
2023-10-11,1.229135513305664,33804.87109375,7620.0,4376.9501953125,13659.6796875,5.33,2.47013,5.25,6.3
2023-10-12,1.2316333055496216,33631.140625,7644.7998046875,4349.60986328125,13574.2197265625,5.33,2.57403,5.25,6.3
2023-10-13,1.2183235883712769,33670.2890625,7599.60009765625,4327.77978515625,13407.23046875,5.33,2.57403,5.25,6.3
2023-10-16,1.215376853942871,33984.5390625,7630.60009765625,4373.6298828125,13567.98046875,5.33,2.57403,5.25,6.3
2023-10-17,1.2211503982543943,33997.6484375,7675.2001953125,4373.2001953125,13533.75,5.33,2.57403,5.25,6.3
2023-10-18,1.2178784608840942,33665.078125,7588.0,4314.60009765625,13314.2998046875,5.33,2.57403,5.25,6.3
2023-10-19,1.214343786239624,33414.171875,7499.5,4278.0,13186.1796875,5.33,2.57403,5.25,6.3
2023-10-20,1.2137248516082764,33127.28125,7402.10009765625,4224.16015625,12983.8095703125,5.33,2.57403,5.25,6.3
2023-10-23,1.216397047042847,32936.41015625,7374.7998046875,4217.0400390625,13018.330078125,5.33,2.57403,5.25,6.3
2023-10-24,1.2250248193740845,33141.37890625,7389.7001953125,4247.68017578125,13139.8701171875,5.33,2.57403,5.25,6.3
2023-10-25,1.216189980506897,33035.9296875,7414.2998046875,4186.77001953125,12821.2197265625,5.33,2.57403,5.25,6.3
2023-10-26,1.210345983505249,32784.30078125,7354.60009765625,4137.22998046875,12595.6103515625,5.33,2.57403,5.25,6.3
2023-10-27,1.213710069656372,32417.58984375,7291.2998046875,4117.3701171875,12643.009765625,5.33,2.57403,5.25,6.3
2023-10-30,1.2113723754882812,32928.9609375,7327.39990234375,4166.81982421875,12789.48046875,5.33,2.57403,5.25,6.3
2023-10-31,1.2165746688842771,33052.87109375,7321.7001953125,4193.7998046875,12851.240234375,5.33,2.57403,5.25,6.3
2023-11-01,1.215214490890503,33274.578125,7342.39990234375,4237.85986328125,13061.4697265625,5.33,2.57403,5.25,6.3
2023-11-02,1.218219757080078,33839.078125,7446.5,4317.77978515625,13294.1904296875,5.33,2.57403,5.25,6.3
2023-11-03,1.2191851139068604,34061.3203125,7417.7001953125,4358.33984375,13478.2802734375,5.33,2.57403,5.25,6.3
2023-11-06,1.237378716468811,34095.859375,7417.7998046875,4365.97998046875,13518.7802734375,5.33,2.57403,5.25,6.3
2023-11-07,1.2345526218414309,34152.6015625,7410.0,4378.3798828125,13639.8603515625,5.33,2.57403,5.25,6.3
2023-11-08,1.2291808128356934,34112.26953125,7401.7001953125,4382.77978515625,13650.41015625,5.33,2.57403,5.25,6.3
2023-11-09,1.2285012006759644,33891.94140625,7455.7001953125,4347.35009765625,13521.4501953125,5.33,2.57403,5.25,6.3
2023-11-10,1.2217023372650146,34283.1015625,7360.60009765625,4415.240234375,13798.1103515625,5.33,2.57403,5.25,6.3
2023-11-13,1.2228227853775024,34337.87109375,7425.7998046875,4411.5498046875,13767.740234375,5.33,2.57403,5.25,6.3
2023-11-14,1.228063702583313,34827.69921875,7440.5,4495.7001953125,14094.3798828125,5.33,2.12338,5.25,6.3
2023-11-15,1.24945330619812,34991.2109375,7486.89990234375,4502.8798828125,14103.83984375,5.33,2.12338,5.25,4.7
2023-11-16,1.2422360181808472,34945.46875,7411.0,4508.240234375,14113.669921875,5.33,2.12338,5.25,4.7
2023-11-17,1.2414957284927368,34947.28125,7504.2998046875,4514.02001953125,14125.48046875,5.33,2.12338,5.25,4.7
2023-11-20,1.2454540729522705,35151.0390625,7496.39990234375,4547.3798828125,14284.5302734375,5.33,2.12338,5.25,4.7
2023-11-21,1.2509069442749023,35088.2890625,7482.0,4538.18994140625,14199.98046875,5.33,2.12338,5.25,4.7
2023-11-22,1.2544218301773071,35273.03125,7469.5,4556.6201171875,14265.8603515625,5.33,2.12338,5.25,4.7
2023-11-24,1.2533526420593262,35390.1484375,7488.2001953125,4559.33984375,14250.849609375,5.33,2.12338,5.25,4.7
2023-11-27,1.2600330114364624,35333.46875,7460.7001953125,4550.43017578125,14241.01953125,5.33,2.12338,5.25,4.7
2023-11-28,1.2634397745132446,35416.98046875,7455.2001953125,4554.89013671875,14281.759765625,5.33,2.12338,5.25,4.7
2023-11-29,1.2712295055389404,35430.421875,7423.5,4550.580078125,14258.490234375,5.33,2.12338,5.25,4.7
2023-11-30,1.2696397304534912,35950.890625,7453.7998046875,4567.7998046875,14226.2197265625,5.33,2.12338,5.25,4.7
2023-12-01,1.2631685733795166,36245.5,7529.39990234375,4594.6298828125,14305.0302734375,5.33,2.12338,5.25,4.7
2023-12-04,1.271310329437256,36204.44140625,7513.0,4569.77978515625,14185.490234375,5.33,2.12338,5.25,4.7
2023-12-05,1.2634079456329346,36124.55859375,7489.7998046875,4567.18017578125,14229.91015625,5.33,2.12338,5.25,4.7
2023-12-06,1.2594457864761353,36054.4296875,7515.39990234375,4549.33984375,14146.7099609375,5.33,2.12338,5.25,4.7
2023-12-07,1.2558711767196655,36117.37890625,7513.7001953125,4585.58984375,14339.990234375,5.33,2.12338,5.25,4.7
2023-12-08,1.258954405784607,36247.87109375,7554.5,4604.3701171875,14403.9697265625,5.33,2.12338,5.25,4.7
2023-12-11,1.2554770708084106,36404.9296875,7544.89990234375,4622.43994140625,14432.490234375,5.33,2.12338,5.25,4.7
2023-12-12,1.2554612159729004,36577.94140625,7542.7998046875,4643.7001953125,14533.400390625,5.33,2.08216,5.25,4.7
2023-12-13,1.257071018218994,37090.23828125,7548.39990234375,4707.08984375,14733.9599609375,5.33,2.08216,5.25,4.7
2023-12-14,1.2622915506362915,37248.3515625,7649.0,4719.5498046875,14761.5595703125,5.33,2.08216,5.25,4.7
2023-12-15,1.2771391868591309,37305.16015625,7576.39990234375,4719.18994140625,14813.919921875,5.33,2.08216,5.25,4.7
2023-12-18,1.2672343254089355,37306.01953125,7614.5,4740.56005859375,14904.8095703125,5.33,2.08216,5.25,4.7
2023-12-19,1.2651821374893188,37557.921875,7638.0,4768.3701171875,15003.2197265625,5.33,2.08216,5.25,4.7
2023-12-20,1.2732689380645752,37082.0,7715.7001953125,4698.35009765625,14777.9404296875,5.33,2.08216,5.25,4.2
2023-12-21,1.2641266584396362,37404.3515625,7694.7001953125,4746.75,14963.8701171875,5.33,2.08216,5.25,4.2
2023-12-22,1.268499493598938,37385.96875,7697.5,4754.6298828125,14992.9697265625,5.33,2.08216,5.25,4.2
2023-12-27,1.272718071937561,37656.51953125,7725.0,4781.580078125,15099.1796875,5.33,2.08216,5.25,4.2
2023-12-28,1.2800819873809814,37710.1015625,7722.7001953125,4783.35009765625,15095.1396484375,5.33,2.08216,5.25,4.2
2023-12-29,1.2733986377716064,37689.5390625,7733.2001953125,4769.830078125,15011.349609375,5.33,2.08216,5.25,4.2
2024-01-02,1.2728800773620603,37715.0390625,7721.5,4742.830078125,14765.9404296875,5.33,2.08216,5.25,4.2
2024-01-03,1.2623074054718018,37430.19140625,7682.2998046875,4704.81005859375,14592.2099609375,5.33,2.08216,5.25,4.2
2024-01-04,1.2674272060394287,37440.33984375,7723.10009765625,4688.68017578125,14510.2998046875,5.33,2.08216,5.25,4.2
2024-01-05,1.2684078216552734,37466.109375,7689.60009765625,4697.240234375,14524.0703125,5.33,2.08216,5.25,4.2
2024-01-08,1.271779179573059,37683.01171875,7694.2001953125,4763.5400390625,14843.76953125,5.33,2.08216,5.25,4.2
2024-01-09,1.274518609046936,37525.16015625,7684.0,4756.5,14857.7099609375,5.33,2.08216,5.25,4.2
2024-01-10,1.2712942361831665,37695.73046875,7651.7998046875,4783.4501953125,14969.650390625,5.33,2.08216,5.25,4.2
2024-01-11,1.274518609046936,37711.01953125,7576.60009765625,4780.240234375,14970.1904296875,5.33,2.46081,5.25,4.2
2024-01-12,1.2777756452560425,37592.98046875,7624.89990234375,4783.830078125,14972.759765625,5.33,2.46081,5.25,4.2
2024-01-16,1.271617412567139,37361.12109375,7558.2998046875,4765.97998046875,14944.349609375,5.33,2.46081,5.25,4.2
2024-01-17,1.26385498046875,37266.671875,7446.2998046875,4739.2099609375,14855.6201171875,5.33,2.46081,5.25,4.2
2024-01-18,1.2676842212677002,37468.609375,7459.10009765625,4780.93994140625,15055.650390625,5.33,2.46081,5.25,4.2
2024-01-19,1.2709871530532837,37863.80078125,7461.89990234375,4839.81005859375,15310.9697265625,5.33,2.46081,5.25,4.2
2024-01-22,1.2699863910675049,38001.80859375,7487.7001953125,4850.43017578125,15360.2900390625,5.33,2.46081,5.25,4.2
2024-01-23,1.2706964015960691,37905.44921875,7485.7001953125,4864.60009765625,15425.9404296875,5.33,2.46081,5.25,4.2
2024-01-24,1.269196629524231,37806.390625,7527.7001953125,4868.5498046875,15481.919921875,5.33,2.46081,5.25,4.2
2024-01-25,1.271876335144043,38049.12890625,7529.7001953125,4894.16015625,15510.5,5.33,2.46081,5.25,4.2
2024-01-26,1.270825743675232,38109.4296875,7635.10009765625,4890.97021484375,15455.3603515625,5.33,2.46081,5.25,4.2
2024-01-29,1.2697607278823853,38333.44921875,7632.7001953125,4927.93017578125,15628.0400390625,5.33,2.46081,5.25,4.2
2024-01-30,1.2713264226913452,38467.30859375,7666.2998046875,4924.97021484375,15509.900390625,5.33,2.46081,5.25,4.2
2024-01-31,1.269551157951355,38150.30078125,7630.60009765625,4845.64990234375,15164.009765625,5.33,2.46081,5.25,4.2
2024-02-01,1.2678449153900146,38519.83984375,7622.2001953125,4906.18994140625,15361.6396484375,5.33,2.46081,5.25,4.2
2024-02-02,1.27472984790802,38654.421875,7615.5,4958.60986328125,15628.9501953125,5.33,2.46081,5.25,4.2
2024-02-05,1.2621959447860718,38380.12109375,7612.89990234375,4942.81005859375,15597.6796875,5.33,2.46081,5.25,4.2
2024-02-06,1.2534469366073608,38521.359375,7681.0,4954.22998046875,15609.0,5.33,2.46081,5.25,4.2
2024-02-07,1.2606525421142578,38677.359375,7628.7998046875,4995.06005859375,15756.6396484375,5.33,2.46081,5.25,4.2
2024-02-08,1.2627378702163696,38726.328125,7595.5,4997.91015625,15793.7099609375,5.33,2.46081,5.25,4.2
2024-02-09,1.2620525360107422,38671.69140625,7572.60009765625,5026.60986328125,15990.66015625,5.33,2.46081,5.25,4.2
2024-02-12,1.2637271881103516,38797.37890625,7573.7001953125,5021.83984375,15942.5498046875,5.33,2.46081,5.25,4.2
2024-02-13,1.2627538442611694,38272.75,7512.2998046875,4953.169921875,15655.599609375,5.33,2.26412,5.25,4.2
2024-02-14,1.2590652704238892,38424.26953125,7568.39990234375,5000.6201171875,15859.150390625,5.33,2.26412,5.25,4.2
2024-02-15,1.2568340301513672,38773.12109375,7597.5,5029.72998046875,15906.169921875,5.33,2.26412,5.25,4.2
2024-02-16,1.259921908378601,38627.98828125,7711.7001953125,5005.56982421875,15775.650390625,5.33,2.26412,5.25,4.2
2024-02-20,1.258764147758484,38563.80078125,7719.2001953125,4975.509765625,15630.7802734375,5.33,2.26412,5.25,4.2
