,Close,^DJI,^FTSE,^GSPC,^IXIC,usd_interest,usd_inflation,gbp_interest,gbp_inflation
2020-06-25,1.2412954568862915,25745.599609375,6147.10009765625,3083.760009765625,10017.0,0.08,-0.74276,0.1,0.7
2020-06-26,1.2425447702407837,25015.55078125,6159.2998046875,3009.050048828125,9757.2197265625,0.08,-0.74276,0.1,0.7
2020-06-29,1.234217405319214,25595.80078125,6225.7998046875,3053.239990234375,9874.150390625,0.08,-0.74276,0.1,0.7
2020-06-30,1.2310571670532229,25812.880859375,6169.7001953125,3100.2900390625,10058.76953125,0.08,-0.74276,0.1,0.7
2020-07-01,1.238927125930786,25734.970703125,6158.0,3115.860107421875,10154.6298828125,0.08,-0.74276,0.1,0.7
2020-07-02,1.2464786767959597,25827.359375,6240.39990234375,3130.010009765625,10207.6298828125,0.09,-0.74276,0.1,0.7
2020-07-06,1.247551679611206,26287.029296875,6285.89990234375,3179.719970703125,10433.650390625,0.09,-0.74276,0.1,0.7
2020-07-07,1.249547004699707,25890.1796875,6189.89990234375,3145.320068359375,10343.8896484375,0.09,-0.74276,0.1,0.7
2020-07-08,1.2542802095413208,26067.279296875,6156.2001953125,3169.93994140625,10492.5,0.09,-0.74276,0.1,0.7
2020-07-09,1.2613521814346311,25706.08984375,6049.60009765625,3152.050048828125,10547.75,0.09,-0.74276,0.1,0.7
2020-07-10,1.2605094909667969,26075.30078125,6095.39990234375,3185.0400390625,10617.4404296875,0.09,-0.74276,0.1,0.7
2020-07-13,1.2627506256103516,26085.80078125,6176.2001953125,3155.219970703125,10390.83984375,0.09,-0.74276,0.1,0.7
2020-07-14,1.255177617073059,26642.58984375,6179.7998046875,3197.52001953125,10488.580078125,0.09,0.0,0.1,0.7
2020-07-15,1.25692880153656,26870.099609375,6292.7001953125,3226.56005859375,10550.490234375,0.1,0.0,0.1,0.8
2020-07-16,1.2591001987457275,26734.7109375,6250.7001953125,3215.570068359375,10473.830078125,0.1,0.0,0.1,0.8
2020-07-17,1.255950093269348,26671.94921875,6290.2998046875,3224.72998046875,10503.1904296875,0.09,0.0,0.1,0.8
2020-07-20,1.2571184635162354,26680.869140625,6261.5,3251.840087890625,10767.08984375,0.1,0.0,0.1,0.8
2020-07-21,1.266175389289856,26840.400390625,6269.7001953125,3257.300048828125,10680.3603515625,0.1,0.0,0.1,0.8
2020-07-22,1.273074507713318,27005.83984375,6207.10009765625,3276.02001953125,10706.1298828125,0.09,0.0,0.1,0.8
2020-07-23,1.2729934453964231,26652.330078125,6211.39990234375,3235.659912109375,10461.419921875,0.09,0.0,0.1,0.8
2020-07-24,1.273074507713318,26469.890625,6123.7998046875,3215.6298828125,10363.1796875,0.09,0.0,0.1,0.8
2020-07-27,1.2795906066894531,26584.76953125,6104.89990234375,3239.409912109375,10536.26953125,0.1,0.0,0.1,0.8
2020-07-28,1.2889753580093384,26379.279296875,6129.2998046875,3218.43994140625,10402.08984375,0.1,0.0,0.1,0.8
2020-07-29,1.292373776435852,26539.5703125,6131.5,3258.43994140625,10542.9404296875,0.1,0.0,0.1,0.8
2020-07-30,1.298246145248413,26313.650390625,5990.0,3246.219970703125,10587.8095703125,0.1,0.0,0.1,0.8
2020-07-31,1.311785101890564,26428.3203125,5897.7998046875,3271.1201171875,10745.26953125,0.1,0.0,0.1,0.8
2020-08-03,1.3101695775985718,26664.400390625,6032.89990234375,3294.610107421875,10902.7998046875,0.1,0.0,0.1,0.8
2020-08-04,1.3078734874725342,26828.470703125,6036.0,3306.510009765625,10941.169921875,0.1,0.0,0.1,0.8
2020-08-05,1.3086093664169312,27201.51953125,6104.7001953125,3327.77001953125,10998.400390625,0.1,0.0,0.1,0.8
2020-08-06,1.31268048286438,27386.98046875,6026.89990234375,3349.159912109375,11108.0703125,0.1,0.0,0.1,0.8
2020-08-07,1.3138015270233154,27433.48046875,6032.2001953125,3351.280029296875,11010.98046875,0.1,0.0,0.1,0.8
2020-08-10,1.3052273988723757,27791.439453125,6050.60009765625,3360.469970703125,10968.3603515625,0.1,0.0,0.1,0.8
2020-08-11,1.3077194690704346,27686.91015625,6154.2998046875,3333.68994140625,10782.8203125,0.1,0.0,0.1,0.8
2020-08-12,1.3050740957260132,27976.83984375,6280.10009765625,3380.35009765625,11012.240234375,0.1,0.45096,0.1,0.8
2020-08-13,1.3048017024993896,27896.720703125,6185.60009765625,3373.429931640625,11042.5,0.1,0.45096,0.1,0.8
2020-08-14,1.3070528507232666,27931.01953125,6090.0,3372.85009765625,11019.2998046875,0.1,0.45096,0.1,0.8
2020-08-17,1.3107001781463623,27844.91015625,6127.39990234375,3381.989990234375,11129.73046875,0.1,0.45096,0.1,0.8
2020-08-18,1.310787796974182,27778.0703125,6076.60009765625,3389.780029296875,11210.83984375,0.09,0.45096,0.1,0.8
2020-08-19,1.325398564338684,27692.880859375,6112.0,3374.85009765625,11146.4599609375,0.09,0.45096,0.1,1.1
2020-08-20,1.311079978942871,27739.73046875,6013.2998046875,3385.510009765625,11264.9501953125,0.09,0.45096,0.1,1.1
2020-08-21,1.3220343589782717,27930.330078125,6001.89990234375,3397.159912109375,11311.7998046875,0.09,0.45096,0.1,1.1
2020-08-24,1.309414625167847,28308.4609375,6104.7001953125,3431.280029296875,11379.7197265625,0.09,0.45096,0.1,1.1
2020-08-25,1.307138204574585,28248.439453125,6037.0,3443.6201171875,11466.4697265625,0.09,0.45096,0.1,1.1
2020-08-26,1.3152183294296265,28331.919921875,6045.60009765625,3478.72998046875,11665.0595703125,0.09,0.45096,0.1,1.1
2020-08-27,1.3219819068908691,28492.26953125,6000.0,3484.550048828125,11625.33984375,0.08,0.45096,0.1,1.1
2020-08-28,1.3199577331542969,28653.869140625,5963.60009765625,3508.010009765625,11695.6298828125,0.09,0.45096,0.1,1.1
2020-09-01,1.3364516496658323,28645.66015625,5862.10009765625,3526.64990234375,11939.669921875,0.09,0.45096,0.1,1.1
2020-09-02,1.339943766593933,29100.5,5941.0,3580.840087890625,12056.4404296875,0.09,0.45096,0.1,1.1
2020-09-03,1.335131287574768,28292.73046875,5850.89990234375,3455.06005859375,11458.099609375,0.09,0.45096,0.1,1.1
2020-09-04,1.3262248039245603,28133.310546875,5799.10009765625,3426.9599609375,11313.1298828125,0.09,0.45096,0.1,1.1
2020-09-08,1.3162224292755127,27500.890625,5930.2998046875,3331.840087890625,10847.6904296875,0.09,0.45096,0.1,1.1
2020-09-09,1.2968486547470093,27940.470703125,6012.7998046875,3398.9599609375,11141.5595703125,0.09,0.45096,0.1,1.1
2020-09-10,1.2999167442321775,27534.580078125,6003.2998046875,3339.18994140625,10919.58984375,0.09,0.45096,0.1,1.1
2020-09-11,1.2808295488357544,27665.640625,6032.10009765625,3340.969970703125,10853.5498046875,0.09,0.90276,0.1,1.1
2020-09-14,1.2806557416915894,27993.330078125,6026.2998046875,3383.5400390625,11056.650390625,0.09,0.90276,0.1,1.1
2020-09-15,1.2849671840667725,27995.599609375,6105.5,3401.199951171875,11190.3203125,0.09,0.90276,0.1,1.1
2020-09-16,1.2884771823883057,28032.380859375,6078.5,3385.489990234375,11050.4697265625,0.09,0.90276,0.1,0.5
2020-09-17,1.2959998846054075,27901.98046875,6049.89990234375,3357.010009765625,10910.2802734375,0.09,0.90276,0.1,0.5
2020-09-18,1.297555446624756,27657.419921875,6007.10009765625,3319.469970703125,10793.2802734375,0.09,0.90276,0.1,0.5
2020-09-21,1.2932761907577517,27147.69921875,5804.2998046875,3281.06005859375,10778.7998046875,0.09,0.90276,0.1,0.5
2020-09-22,1.2820513248443604,27288.1796875,5829.5,3315.570068359375,10963.6396484375,0.09,0.90276,0.1,0.5
2020-09-23,1.2744048833847046,26763.130859375,5899.2998046875,3236.919921875,10632.990234375,0.09,0.90276,0.1,0.5
2020-09-24,1.2717468738555908,26815.439453125,5822.7998046875,3246.590087890625,10672.26953125,0.09,0.90276,0.1,0.5
2020-09-25,1.2757054567337036,27173.9609375,5842.7001953125,3298.4599609375,10913.5595703125,0.09,0.90276,0.1,0.5
2020-09-28,1.2766826152801514,27584.060546875,5927.89990234375,3351.60009765625,11117.5302734375,0.09,0.90276,0.1,0.5
2020-09-29,1.2873492240905762,27452.66015625,5897.5,3335.469970703125,11085.25,0.09,0.90276,0.1,0.5
2020-09-30,1.2866535186767578,27781.69921875,5866.10009765625,3363.0,11167.509765625,0.09,0.90276,0.1,0.5
2020-10-01,1.2917560338974,27816.900390625,5879.5,3380.800048828125,11326.509765625,0.09,0.90276,0.1,0.5
2020-10-02,1.2886265516281128,27682.810546875,5902.10009765625,3348.419921875,11075.01953125,0.09,0.90276,0.1,0.5
2020-10-05,1.2931090593338013,28148.640625,5942.89990234375,3408.60009765625,11332.490234375,0.09,0.90276,0.1,0.5
2020-10-06,1.2992581129074097,27772.759765625,5949.89990234375,3360.969970703125,11154.599609375,0.09,0.90276,0.1,0.5
2020-10-07,1.2883278131484983,28303.4609375,5946.2998046875,3419.43994140625,11364.599609375,0.09,0.90276,0.1,0.5
2020-10-08,1.2917560338974,28425.509765625,5978.0,3446.830078125,11420.98046875,0.09,0.90276,0.1,0.5
2020-10-09,1.29404616355896,28586.900390625,6016.7001953125,3477.139892578125,11579.9404296875,0.09,0.90276,0.1,0.5
2020-10-12,1.3031693696975708,28837.51953125,6001.39990234375,3534.219970703125,11876.259765625,0.09,0.90276,0.1,0.5
2020-10-13,1.3065747022628784,28679.810546875,5969.7001953125,3511.929931640625,11863.900390625,0.09,1.03422,0.1,0.5
2020-10-14,1.2935272455215454,28514.0,5935.10009765625,3488.669921875,11768.73046875,0.09,1.03422,0.1,0.5
2020-10-15,1.301236271858215,28494.19921875,5832.5,3483.340087890625,11713.8701171875,0.09,1.03422,0.1,0.5
2020-10-16,1.2902060747146606,28606.310546875,5919.60009765625,3483.81005859375,11671.5595703125,0.09,1.03422,0.1,0.5
2020-10-19,1.292774677276611,28195.419921875,5884.7001953125,3426.919921875,11478.8798828125,0.09,1.03422,0.1,0.5
2020-10-20,1.2948671579360962,28308.7890625,5889.2001953125,3443.1201171875,11516.490234375,0.09,1.03422,0.1,0.5
2020-10-21,1.2954038381576538,28210.8203125,5776.5,3435.56005859375,11484.6904296875,0.09,1.03422,0.1,0.7
2020-10-22,1.3131976127624512,28363.66015625,5785.7001953125,3453.489990234375,11506.009765625,0.09,1.03422,0.1,0.7
2020-10-23,1.307805061340332,28335.5703125,5860.2998046875,3465.389892578125,11548.2802734375,0.09,1.03422,0.1,0.7
2020-10-26,1.3054660558700562,27685.380859375,5792.0,3400.969970703125,11358.9404296875,0.09,1.03422,0.1,0.7
2020-10-27,1.301574945449829,27463.189453125,5729.0,3390.679931640625,11431.349609375,0.09,1.03422,0.1,0.7
2020-10-28,1.303186297416687,26519.94921875,5582.7998046875,3271.030029296875,11004.8701171875,0.09,1.03422,0.1,0.7
2020-10-29,1.2989881038665771,26659.109375,5581.7998046875,3310.110107421875,11185.58984375,0.09,1.03422,0.1,0.7
2020-10-30,1.2931926250457764,26501.599609375,5577.2998046875,3269.9599609375,10911.58984375,0.09,1.03422,0.1,0.7
2020-11-02,1.2926744222640991,26925.05078125,5655.0,3310.239990234375,10957.6103515625,0.09,1.03422,0.1,0.7
2020-11-03,1.2923903465270996,27480.029296875,5786.7998046875,3369.159912109375,11160.5703125,0.09,1.03422,0.1,0.7
2020-11-04,1.3121638298034668,27847.66015625,5883.2998046875,3443.43994140625,11590.7802734375,0.09,1.03422,0.1,0.7
2020-11-05,1.2966804504394531,28390.1796875,5906.2001953125,3510.449951171875,11890.9296875,0.09,1.03422,0.1,0.7
2020-11-06,1.3139395713806152,28323.400390625,5910.0,3509.43994140625,11895.23046875,0.09,1.03422,0.1,0.7
2020-11-09,1.318061351776123,29157.970703125,6186.2998046875,3550.5,11713.7802734375,0.09,1.03422,0.1,0.7
2020-11-10,1.3169677257537842,29420.919921875,6296.89990234375,3545.530029296875,11553.8603515625,0.09,1.03422,0.1,0.7
2020-11-11,1.3261544704437256,29397.630859375,6382.10009765625,3572.659912109375,11786.4296875,0.09,1.03422,0.1,0.7
2020-11-12,1.3224189281463623,29080.169921875,6338.89990234375,3537.010009765625,11709.58984375,0.09,0.79745,0.1,0.7
2020-11-13,1.3121638298034668,29479.810546875,6316.39990234375,3585.14990234375,11829.2900390625,0.09,0.79745,0.1,0.7
2020-11-16,1.3220518827438354,29950.439453125,6421.2998046875,3626.909912109375,11924.1298828125,0.09,0.79745,0.1,0.7
2020-11-17,1.322209119796753,29783.349609375,6365.2998046875,3609.530029296875,11899.33984375,0.09,0.79745,0.1,0.7
2020-11-18,1.3259083032608032,29438.419921875,6385.2001953125,3567.7900390625,11801.599609375,0.09,0.79745,0.1,0.9
2020-11-19,1.325644612312317,29483.23046875,6334.39990234375,3581.8701171875,11904.7099609375,0.08,0.79745,0.1,0.9
2020-11-20,1.3249244689941406,29263.48046875,6351.5,3557.5400390625,11854.9697265625,0.08,0.79745,0.1,0.9
2020-11-23,1.3305126428604126,29591.26953125,6333.7998046875,3577.590087890625,11880.6298828125,0.08,0.79745,0.1,0.9
2020-11-24,1.332906723022461,30046.240234375,6432.2001953125,3635.409912109375,12036.7900390625,0.08,0.79745,0.1,0.9
2020-11-25,1.3363267183303833,29872.470703125,6391.10009765625,3629.64990234375,12094.400390625,0.08,0.79745,0.1,0.9
2020-11-27,1.3354523181915283,29910.369140625,6367.60009765625,3638.35009765625,12205.849609375,0.08,0.79745,0.1,0.9
2020-11-30,1.333191156387329,29638.640625,6266.2001953125,3621.6298828125,12198.740234375,0.09,0.79745,0.1,0.9
2020-12-01,1.3336889743804932,29823.919921875,6384.7001953125,3662.449951171875,12355.1103515625,0.09,0.79745,0.1,0.9
2020-12-02,1.3422638177871704,29883.7890625,6463.39990234375,3669.010009765625,12349.3701171875,0.09,0.79745,0.1,0.9
2020-12-03,1.3370771408081057,29969.51953125,6490.2998046875,3666.719970703125,12377.1796875,0.09,0.79745,0.1,0.9
2020-12-04,1.345496654510498,30218.259765625,6550.2001953125,3699.1201171875,12464.23046875,0.09,0.79745,0.1,0.9
2020-12-07,1.3417415618896484,30069.7890625,6555.39990234375,3691.9599609375,12519.9501953125,0.09,0.79745,0.1,0.9
2020-12-08,1.3357375860214231,30173.880859375,6558.7998046875,3702.25,12582.76953125,0.09,0.79745,0.1,0.9
2020-12-09,1.3365589380264282,30068.810546875,6564.2998046875,3672.820068359375,12338.9501953125,0.09,0.79745,0.1,0.9
2020-12-10,1.3367018699645996,29999.259765625,6599.7998046875,3668.10009765625,12405.8095703125,0.09,0.8551,0.1,0.9
2020-12-11,1.3305658102035522,30046.369140625,6546.7998046875,3663.4599609375,12377.8701171875,0.09,0.8551,0.1,0.9
2020-12-14,1.3318239450454712,29861.55078125,6531.7998046875,3647.489990234375,12440.0400390625,0.09,0.8551,0.1,0.9
2020-12-15,1.3330844640731812,30199.310546875,6513.2998046875,3694.6201171875,12595.0595703125,0.09,0.8551,0.1,0.9
2020-12-16,1.3444474935531616,30154.5390625,6570.89990234375,3701.169921875,12658.1904296875,0.09,0.8551,0.1,0.6
2020-12-17,1.3502929210662842,30303.369140625,6551.10009765625,3722.47998046875,12764.75,0.09,0.8551,0.1,0.6
2020-12-18,1.3570178747177124,30179.05078125,6529.2001953125,3709.409912109375,12755.6396484375,0.09,0.8551,0.1,0.6
2020-12-21,1.3401951789855957,30216.44921875,6416.2998046875,3694.919921875,12742.51953125,0.09,0.8551,0.1,0.6
2020-12-23,1.339943766593933,30129.830078125,6495.7998046875,3690.010009765625,12771.1103515625,0.09,0.8551,0.1,0.6
2020-12-24,1.350530028343201,30199.869140625,6502.10009765625,3703.06005859375,12804.73046875,0.09,0.8551,0.1,0.6
2020-12-29,1.3466018438339231,30335.669921875,6602.7001953125,3727.0400390625,12850.2197265625,0.09,0.8551,0.1,0.6
2020-12-30,1.3499903678894043,30409.560546875,6555.7998046875,3732.0400390625,12870.0,0.09,0.8551,0.1,0.6
2020-12-31,1.36306631565094,30606.48046875,6460.5,3756.070068359375,12888.2802734375,0.09,0.8551,0.1,0.6
2021-01-04,1.3684196472167969,30223.890625,6571.89990234375,3700.64990234375,12698.4501953125,0.09,0.8551,0.1,0.6
2021-01-05,1.3571596145629885,30391.599609375,6612.2998046875,3726.860107421875,12818.9599609375,0.09,0.8551,0.1,0.6
2021-01-06,1.3629549741744995,30829.400390625,6841.89990234375,3748.139892578125,12740.7900390625,0.09,0.8551,0.1,0.6
2021-01-07,1.3625277280807495,31041.130859375,6857.0,3803.7900390625,13067.48046875,0.09,0.8551,0.1,0.6
2021-01-08,1.3569625616073608,31097.970703125,6873.2998046875,3824.679931640625,13201.98046875,0.09,0.8551,0.1,0.6
2021-01-11,1.3516253232955933,31008.689453125,6798.5,3799.610107421875,13036.4296875,0.09,0.8551,0.1,0.6
2021-01-12,1.3524113893508911,31068.689453125,6754.10009765625,3801.18994140625,13072.4296875,0.09,0.8551,0.1,0.6
2021-01-13,1.3670539855957031,31060.470703125,6745.5,3809.840087890625,13128.9501953125,0.09,1.12973,0.1,0.6
2021-01-14,1.364926815032959,30991.51953125,6802.0,3795.5400390625,13112.6396484375,0.09,1.12973,0.1,0.6
2021-01-15,1.3683634996414185,30814.259765625,6735.7001953125,3768.25,12998.5,0.09,1.12973,0.1,0.6
2021-01-19,1.3581236600875854,30930.51953125,6713.0,3798.909912109375,13197.1796875,0.09,1.12973,0.1,0.6
2021-01-20,1.3644241094589231,31188.380859375,6740.39990234375,3851.85009765625,13457.25,0.09,1.12973,0.1,0.8
2021-01-21,1.3668484687805176,31176.009765625,6715.39990234375,3853.070068359375,13530.91015625,0.08,1.12973,0.1,0.8
2021-01-22,1.3729474544525146,30996.98046875,6695.10009765625,3841.469970703125,13543.0595703125,0.08,1.12973,0.1,0.8
2021-01-25,1.3688204288482666,30960.0,6638.89990234375,3855.360107421875,13635.990234375,0.08,1.12973,0.1,0.8
2021-01-26,1.3678992986679075,30937.0390625,6654.0,3849.6201171875,13626.0595703125,0.08,1.12973,0.1,0.8
2021-01-27,1.374154806137085,30303.169921875,6567.39990234375,3750.77001953125,13270.599609375,0.08,1.12973,0.1,0.8
2021-01-28,1.3669419288635254,30603.359375,6526.2001953125,3787.3798828125,13337.16015625,0.07,1.12973,0.1,0.8
2021-01-29,1.3725008964538574,29982.619140625,6407.5,3714.239990234375,13070.6904296875,0.07,1.12973,0.1,0.8
2021-02-01,1.3697690963745115,30211.91015625,6466.39990234375,3773.860107421875,13403.3896484375,0.08,1.12973,0.1,0.8
2021-02-02,1.3678767681121826,30687.48046875,6516.7001953125,3826.31005859375,13612.7802734375,0.08,1.12973,0.1,0.8
2021-02-03,1.3659336566925049,30723.599609375,6507.7998046875,3830.169921875,13610.5400390625,0.08,1.12973,0.1,0.8
2021-02-04,1.364908218383789,31055.859375,6503.7001953125,3871.739990234375,13777.740234375,0.08,1.12973,0.1,0.8
2021-02-05,1.3676148653030396,31148.240234375,6489.2998046875,3886.830078125,13856.2998046875,0.08,1.12973,0.1,0.8
2021-02-08,1.373871684074402,31385.759765625,6523.5,3915.590087890625,13987.6396484375,0.07,1.12973,0.1,0.8
2021-02-09,1.374570369720459,31375.830078125,6531.60009765625,3911.22998046875,14007.7001953125,0.08,1.12973,0.1,0.8
2021-02-10,1.3817994594573977,31437.80078125,6524.39990234375,3909.8798828125,13972.5302734375,0.08,1.21883,0.1,0.8
2021-02-11,1.3832597732543943,31430.69921875,6528.7001953125,3916.3798828125,14025.76953125,0.08,1.21883,0.1,0.8
2021-02-12,1.381024718284607,31458.400390625,6589.7998046875,3934.830078125,14095.4697265625,0.08,1.21883,0.1,0.8
2021-02-16,1.3914785385131836,31522.75,6748.89990234375,3932.590087890625,14047.5,0.08,1.21883,0.1,0.8
2021-02-17,1.388811707496643,31613.01953125,6710.89990234375,3931.330078125,13965.490234375,0.08,1.21883,0.1,0.9
2021-02-18,1.3866355419158936,31493.33984375,6617.2001953125,3913.969970703125,13865.3603515625,0.07,1.21883,0.1,0.9
2021-02-19,1.3967455625534058,31494.3203125,6624.0,3906.7099609375,13874.4599609375,0.07,1.21883,0.1,0.9
2021-02-22,1.403114914894104,31521.689453125,6612.2001953125,3876.5,13533.0498046875,0.07,1.21883,0.1,0.9
2021-02-23,1.4071228504180908,31537.349609375,6625.89990234375,3881.3701171875,13465.2001953125,0.07,1.21883,0.1,0.9
2021-02-24,1.412030577659607,31961.859375,6659.0,3925.429931640625,13597.9697265625,0.07,1.21883,0.1,0.9
2021-02-25,1.4148274660110474,31402.009765625,6652.0,3829.340087890625,13119.4296875,0.07,1.21883,0.1,0.9
2021-02-26,1.40081524848938,30932.369140625,6483.39990234375,3811.14990234375,13192.349609375,0.07,1.21883,0.1,0.9
2021-03-01,1.397252917289734,31535.509765625,6588.5,3901.820068359375,13588.830078125,0.07,1.21883,0.1,0.9
2021-03-02,1.392951726913452,31391.51953125,6613.7998046875,3870.2900390625,13358.7900390625,0.07,1.21883,0.1,0.9
2021-03-03,1.3954981565475464,31270.08984375,6675.5,3819.719970703125,12997.75,0.07,1.21883,0.1,0.9
2021-03-04,1.3926994800567627,30924.140625,6650.89990234375,3768.469970703125,12723.4697265625,0.07,1.21883,0.1,0.9
2021-03-05,1.3894098997116089,31496.30078125,6630.5,3841.93994140625,12920.150390625,0.07,1.21883,0.1,0.9
2021-03-08,1.385367751121521,31802.439453125,6719.10009765625,3821.35009765625,12609.16015625,0.07,1.21883,0.1,0.9
2021-03-09,1.3823610544204712,31832.740234375,6730.2998046875,3875.43994140625,13073.8203125,0.07,1.21883,0.1,0.9
2021-03-10,1.389043211936951,32297.01953125,6725.60009765625,3898.81005859375,13068.830078125,0.07,1.57039,0.1,0.9
2021-03-11,1.3931456804275513,32485.58984375,6737.0,3939.340087890625,13398.669921875,0.07,1.57039,0.1,0.9
2021-03-12,1.3989927768707275,32778.640625,6761.5,3943.340087890625,13319.8603515625,0.07,1.57039,0.1,0.9
2021-03-15,1.392951726913452,32953.4609375,6749.7001953125,3968.93994140625,13459.7099609375,0.07,1.57039,0.1,0.9
2021-03-16,1.3899120092391968,32825.94921875,6803.60009765625,3962.7099609375,13471.5703125,0.07,1.57039,0.1,0.9
2021-03-17,1.3902212381362915,33015.37109375,6762.7001953125,3974.1201171875,13525.2001953125,0.07,1.57039,0.1,0.9
2021-03-18,1.3975849151611328,32862.30078125,6779.7001953125,3915.4599609375,13116.169921875,0.07,1.57039,0.1,0.9
2021-03-19,1.3925055265426636,32627.970703125,6708.7001953125,3913.10009765625,13215.240234375,0.07,1.57039,0.1,0.9
2021-03-22,1.3832597732543943,32731.19921875,6726.10009765625,3940.590087890625,13377.5400390625,0.07,1.57039,0.1,0.9
2021-03-23,1.3862512111663818,32423.150390625,6699.2001953125,3910.52001953125,13227.7001953125,0.07,1.57039,0.1,0.9
2021-03-24,1.373041749000549,32420.060546875,6712.89990234375,3889.139892578125,12961.8896484375,0.07,1.57039,0.1,0.7
2021-03-25,1.3688879013061523,32619.48046875,6674.7998046875,3909.52001953125,12977.6796875,0.07,1.57039,0.1,0.7
2021-03-26,1.374910593032837,33072.87890625,6740.60009765625,3974.5400390625,13138.73046875,0.07,1.57039,0.1,0.7
2021-03-29,1.3791011571884155,33171.37109375,6736.2001953125,3971.090087890625,13059.650390625,0.07,1.57039,0.1,0.7
2021-03-30,1.3775053024291992,33066.9609375,6772.10009765625,3958.550048828125,13045.3896484375,0.07,1.57039,0.1,0.7
2021-03-31,1.3746649026870728,32981.55078125,6713.60009765625,3972.889892578125,13246.8701171875,0.06,1.57039,0.1,0.7
2021-04-01,1.3786258697509766,33153.2109375,6737.2998046875,4019.8701171875,13480.1103515625,0.07,1.57039,0.1,0.7
2021-04-06,1.3914011716842651,33430.23828125,6823.60009765625,4073.93994140625,13698.3798828125,0.07,1.57039,0.1,0.7
2021-04-07,1.383125901222229,33446.26171875,6885.2998046875,4079.949951171875,13688.83984375,0.07,1.57039,0.1,0.7
2021-04-08,1.3743815422058103,33503.5703125,6942.2001953125,4097.169921875,13829.3095703125,0.07,1.57039,0.1,0.7
2021-04-09,1.373437762260437,33800.6015625,6915.7998046875,4128.7998046875,13900.1904296875,0.07,1.57039,0.1,0.7
2021-04-12,1.3712154626846311,33745.3984375,6889.10009765625,4127.990234375,13850.0,0.07,1.57039,0.1,0.7
2021-04-13,1.3753834962844849,33677.26953125,6890.5,4141.58984375,13996.099609375,0.07,2.80461,0.1,0.7
2021-04-14,1.3759700059890747,33730.890625,6939.60009765625,4124.66015625,13857.83984375,0.07,2.80461,0.1,0.7
2021-04-15,1.3779228925704956,34035.98828125,6983.5,4170.419921875,14038.759765625,0.07,2.80461,0.1,0.7
2021-04-16,1.3785498142242432,34200.671875,7019.5,4185.47021484375,14052.33984375,0.07,2.80461,0.1,0.7
2021-04-19,1.3818453550338743,34077.62890625,7000.10009765625,4163.259765625,13914.76953125,0.07,2.80461,0.1,0.7
2021-04-20,1.3993842601776123,33821.30078125,6859.89990234375,4134.93994140625,13786.26953125,0.07,2.80461,0.1,0.7
2021-04-21,1.3938837051391602,34137.30859375,6895.2998046875,4173.419921875,13950.2197265625,0.07,2.80461,0.1,1.0
2021-04-22,1.3931845426559448,33815.8984375,6938.2001953125,4134.97998046875,13818.41015625,0.07,2.80461,0.1,1.0
2021-04-23,1.3840255737304688,34043.48828125,6938.60009765625,4180.169921875,14016.8095703125,0.07,2.80461,0.1,1.0
2021-04-26,1.3866355419158936,33981.5703125,6963.10009765625,4187.6201171875,14138.7802734375,0.07,2.80461,0.1,1.0
2021-04-27,1.3895643949508667,33984.9296875,6945.0,4186.72021484375,14090.2197265625,0.07,2.80461,0.1,1.0
2021-04-28,1.390356421470642,33820.37890625,6963.7001953125,4183.18017578125,14051.0302734375,0.07,2.80461,0.1,1.0
2021-04-29,1.395673394203186,34060.359375,6961.5,4211.47021484375,14082.5498046875,0.06,2.80461,0.1,1.0
2021-04-30,1.3952839374542236,33874.8515625,6969.7998046875,4181.169921875,13962.6796875,0.05,2.80461,0.1,1.0
2021-05-04,1.3903758525848389,34133.03125,6923.2001953125,4164.66015625,13633.5,0.06,2.80461,0.1,1.0
2021-05-05,1.388811707496643,34230.33984375,7039.2998046875,4167.58984375,13582.419921875,0.06,2.80461,0.1,1.0
2021-05-06,1.3909753561019895,34548.53125,7076.2001953125,4201.6201171875,13632.83984375,0.06,2.80461,0.1,1.0
2021-05-07,1.389854073524475,34777.76171875,7129.7001953125,4232.60009765625,13752.240234375,0.06,2.80461,0.1,1.0
2021-05-10,1.4041197299957275,34742.8203125,7123.7001953125,4188.43017578125,13401.8603515625,0.06,2.80461,0.1,1.0
2021-05-11,1.413127899169922,34269.16015625,6948.0,4152.10009765625,13389.4296875,0.06,2.80461,0.1,1.0
2021-05-12,1.4138271808624268,33587.66015625,7004.60009765625,4063.0400390625,13031.6796875,0.06,4.79932,0.1,1.0
2021-05-13,1.4063708782196045,34021.44921875,6963.2998046875,4112.5,13124.990234375,0.06,4.79932,0.1,1.0
2021-05-14,1.4050863981246948,34382.12890625,7043.60009765625,4173.85009765625,13429.98046875,0.06,4.79932,0.1,1.0
2021-05-17,1.4101786613464355,34327.7890625,7032.89990234375,4163.2900390625,13379.0498046875,0.06,4.79932,0.1,1.0
2021-05-18,1.4148674011230469,34060.66015625,7034.2001953125,4127.830078125,13303.6396484375,0.06,4.79932,0.1,1.0
2021-05-19,1.41880202293396,33896.0390625,6950.2001953125,4115.68017578125,13299.740234375,0.06,4.79932,0.1,1.6
2021-05-20,1.4106162786483765,34084.1484375,7019.7998046875,4159.1201171875,13535.740234375,0.06,4.79932,0.1,1.6
2021-05-21,1.4185603857040403,34207.83984375,7018.10009765625,4155.85986328125,13470.990234375,0.06,4.79932,0.1,1.6
