,epochs,batch_size,learning_rate,units,units2,activation1,activation2,mse,rmse,mae
940,100,16,0.1,32,64,sigmoid,sigmoid,9.028710256644696e-06,0.0030047812327430256,0.0023359258536901155
1256,100,64,0.001,32,32,sigmoid,tanh,9.07063500838698e-06,0.003011749492967,0.00256415387922461
554,50,64,0.001,64,32,sigmoid,tanh,9.078561365915102e-06,0.003013065111462927,0.0026094256866405425
1265,100,64,0.001,32,64,sigmoid,tanh,9.0868608624572e-06,0.003014442048283098,0.0025438682853199343
1073,100,32,0.01,16,64,relu,tanh,9.107506314889255e-06,0.0030178645289159777,0.0021839902748936398
12,50,16,0.001,16,32,sigmoid,relu,9.11396044580991e-06,0.003018933660385718,0.00255907876258617
1260,100,64,0.001,32,64,relu,relu,9.129808730319226e-06,0.0030215573352692193,0.002631816669522821
1236,100,64,0.001,16,64,sigmoid,relu,9.150690196069042e-06,0.0030250107761905644,0.0025570760601585267
1238,100,64,0.001,16,64,sigmoid,tanh,9.159509224398407e-06,0.003026468110586729,0.0025952330067540645
284,50,32,0.001,32,32,sigmoid,tanh,9.16690348896576e-06,0.0030276894637604034,0.0025814693841423393
1395,100,64,0.1,16,64,relu,relu,9.167744926337538e-06,0.003027828417585372,0.002596429252610533
15,50,16,0.001,16,32,tanh,relu,9.205594091324626e-06,0.003034072196129259,0.0026143937341929213
20,50,16,0.001,16,64,relu,tanh,9.219065510087107e-06,0.003036291407307129,0.002661853196383249
435,50,32,0.1,32,16,sigmoid,relu,9.228821499042888e-06,0.0030378975458436527,0.0026155982439272714
285,50,32,0.001,32,32,tanh,relu,9.232112252772767e-06,0.0030384391145410116,0.002608988155685685
504,50,64,0.001,16,64,relu,relu,9.24200596742243e-06,0.0030400667702243696,0.0024916619537806222
109,50,16,0.01,32,16,relu,sigmoid,9.319925076642486e-06,0.0030528552334892142,0.0020801769877289793
560,50,64,0.001,64,64,relu,tanh,9.39301153215285e-06,0.0030648020380038984,0.0025760932362297114
1241,100,64,0.001,16,64,tanh,tanh,9.405429155727398e-06,0.0030668272132168446,0.0027187709173784446
1274,100,64,0.001,64,16,sigmoid,tanh,9.444363197766792e-06,0.0030731682670766323,0.0026189425035869434
221,50,16,0.1,64,16,sigmoid,tanh,9.458666020224e-06,0.0030754944350825934,0.002621462543417552
726,50,64,0.1,64,64,tanh,relu,9.46688785430309e-06,0.0030768308134025003,0.002687049655069119
932,100,16,0.1,32,32,sigmoid,tanh,9.48156126568328e-06,0.003079214390990546,0.002099323407819342
1347,100,64,0.01,32,64,tanh,relu,9.544721796756891e-06,0.0030894533168113886,0.0022834041135940627
1218,100,64,0.001,16,16,sigmoid,relu,9.600582295004259e-06,0.003098480642993314,0.002608445676978696
544,50,64,0.001,64,16,sigmoid,sigmoid,9.601840474642221e-06,0.0030986836680503903,0.0026865670865627374
14,50,16,0.001,16,32,sigmoid,tanh,9.760831478018696e-06,0.0031242329423425996,0.0026617814206994083
1389,100,64,0.1,16,32,sigmoid,relu,9.787125826470326e-06,0.0031284382407952894,0.002686214408965823
1245,100,64,0.001,32,16,sigmoid,relu,9.79573936564859e-06,0.0031298145896599995,0.002676199521457189
566,50,64,0.001,64,64,tanh,tanh,9.805691095854416e-06,0.0031314040135144517,0.0026718050616244596
3,50,16,0.001,16,16,sigmoid,relu,9.812943949982492e-06,0.003132561882865603,0.0026717105340512415
