,epochs,batch_size,learning_rate,units,units2,activation1,activation2,mse,rmse,mae
803,100,16,0.001,64,64,relu,tanh,2.751185898591832e-06,0.0016586699185165902,0.0013298765611981294
58,50,16,0.001,64,16,sigmoid,sigmoid,2.752509401810226e-06,0.001659068835766083,0.0013140722619499297
1094,100,32,0.01,32,32,sigmoid,tanh,2.7537182736286455e-06,0.0016594331181547044,0.0013195784406402297
1320,100,64,0.01,16,64,tanh,relu,2.7538633395651168e-06,0.0016594768270648183,0.0014292195624970136
768,100,16,0.001,32,32,sigmoid,relu,2.755632778151584e-06,0.0016600098729078645,0.001325896542416105
751,100,16,0.001,16,64,sigmoid,sigmoid,2.7585184627243544e-06,0.0016608788224082918,0.0013145086389923632
1069,100,32,0.01,16,32,tanh,sigmoid,2.7586021807351717e-06,0.0016609040251426847,0.0013435254452856754
1048,100,32,0.001,64,64,sigmoid,sigmoid,2.763944766352719e-06,0.001662511583825123,0.0013363966326150358
494,50,64,0.001,16,16,tanh,tanh,2.7648334518113035e-06,0.0016627788343045818,0.0013648019002912208
1328,100,64,0.01,32,16,sigmoid,tanh,2.765994602144027e-06,0.0016631279572372137,0.0013163785832129703
867,100,16,0.01,64,16,sigmoid,relu,2.7812626090431726e-06,0.0016677117883624774,0.0013695806362721565
1079,100,32,0.01,16,64,tanh,tanh,2.781621374216572e-06,0.001667819346996722,0.0014417312950309434
630,50,64,0.01,64,32,relu,relu,2.784125920657214e-06,0.0016685700227012392,0.0013503848602004149
881,100,16,0.01,64,32,tanh,tanh,2.789383908980409e-06,0.001670144876644062,0.001305101944920424
86,50,16,0.01,16,16,sigmoid,tanh,2.794998759829635e-06,0.0016718249788269211,0.0013968345907422366
134,50,16,0.01,32,64,tanh,tanh,2.7950413668312335e-06,0.0016718377214404612,0.0013486890168875078
147,50,16,0.01,64,32,sigmoid,relu,2.7972911824748978e-06,0.001672510443158696,0.0013156375616351706
814,100,16,0.01,16,16,sigmoid,sigmoid,2.79987846541304e-06,0.0016732837372702336,0.0014007033327373263
767,100,16,0.001,32,32,relu,tanh,2.809195958663701e-06,0.0016760656188418463,0.0013868795668114749
799,100,16,0.001,64,32,tanh,sigmoid,2.815340988630947e-06,0.0016778977884933715,0.0014331131427484148
1073,100,32,0.01,16,64,relu,tanh,2.817696995483061e-06,0.0016785997127019476,0.001390414280299295
885,100,16,0.01,64,64,sigmoid,relu,2.8184763901173656e-06,0.0016788318528421378,0.0013924522994404826
612,50,64,0.01,32,64,relu,relu,2.8189297978921487e-06,0.0016789668840963329,0.0014036769184285903
884,100,16,0.01,64,64,relu,tanh,2.822686332905262e-06,0.0016800852159653277,0.0013701302366002353
595,50,64,0.01,32,16,relu,sigmoid,2.8228384280049212e-06,0.001680130479458343,0.0013410251734900923
981,100,32,0.001,16,32,relu,relu,2.8230589401913183e-06,0.0016801961017069759,0.0014580203074308845
1389,100,64,0.1,16,32,sigmoid,relu,2.824814069832337e-06,0.0016807183195980035,0.0013837520328850367
