,epochs,batch_size,learning_rate,units,units2,activation1,activation2,mse,rmse,mae
1337,100,64,0.01,32,32,sigmoid,tanh,6.29480458650735e-06,0.0025089449150005965,0.0022326884160554865
394,50,32,0.01,64,32,tanh,sigmoid,6.3072606541222696e-06,0.0025114260200376735,0.0021922319358296154
830,100,16,0.01,16,64,relu,tanh,6.312069809070497e-06,0.002512383292626843,0.0020600549083218496
373,50,32,0.01,32,64,sigmoid,sigmoid,6.312829321913351e-06,0.002512534441935742,0.0022837275069784433
17,50,16,0.001,16,32,tanh,tanh,6.3252279610461405e-06,0.002515000588677096,0.001899743054673181
1025,100,32,0.001,32,64,tanh,tanh,6.3394168664988116e-06,0.002517819863790659,0.0020291754485381812
1364,100,64,0.01,64,32,sigmoid,tanh,6.348840644580096e-06,0.002519690585087799,0.00222506811400013
1041,100,32,0.001,64,32,tanh,relu,6.352231345196523e-06,0.0025203633359491095,0.0021290105485073326
594,50,64,0.01,32,16,relu,relu,6.3624682776835044e-06,0.002522393362995452,0.0020204765738027473
1030,100,32,0.001,64,16,sigmoid,sigmoid,6.3712820463018865e-06,0.002524139862666466,0.0023385949077892525
835,100,16,0.01,16,64,tanh,sigmoid,6.3771855885317185e-06,0.0025253090085238517,0.002081490228303265
849,100,16,0.01,32,32,sigmoid,relu,6.3822758968261185e-06,0.002526316665983526,0.0020536274814533626
749,100,16,0.001,16,64,relu,tanh,6.382911680081732e-06,0.0025264424949089444,0.0020338675476454225
895,100,16,0.1,16,16,sigmoid,sigmoid,6.392581939876023e-06,0.0025283555801896263,0.002067055553731733
1059,100,32,0.01,16,16,tanh,relu,6.400740538809023e-06,0.0025299684857343625,0.002180266273475446
994,100,32,0.001,16,64,sigmoid,sigmoid,6.402135940829828e-06,0.0025302442452913173,0.002313633964143288
1040,100,32,0.001,64,32,sigmoid,tanh,6.430502762327024e-06,0.002535843599736984,0.0021992832265317584
615,50,64,0.01,32,64,sigmoid,relu,6.441501353832743e-06,0.002538011298996272,0.002407947209190908
1348,100,64,0.01,32,64,tanh,sigmoid,6.442948713967463e-06,0.002538296419642013,0.002243944711790134
304,50,32,0.001,64,16,tanh,sigmoid,6.444555804931201e-06,0.0025386129687156333,0.0021003822669075005
1079,100,32,0.01,16,64,tanh,tanh,6.461721054380119e-06,0.0025419915527751307,0.002117773452586617
1437,100,64,0.1,64,16,tanh,relu,6.46853807111209e-06,0.0025433320803843313,0.0021549451309105096
743,100,16,0.001,16,32,sigmoid,tanh,6.470341043840962e-06,0.0025436865065964717,0.002242550672287711
141,50,16,0.01,64,16,tanh,relu,6.490351619850185e-06,0.0025476168510688937,0.002152859146306532
291,50,32,0.001,32,64,sigmoid,relu,6.517216220498855e-06,0.0025528839026675017,0.00233129487250971
1094,100,32,0.01,32,32,sigmoid,tanh,6.525320332425731e-06,0.0025544706560118734,0.002185316171524881
759,100,16,0.001,32,16,sigmoid,relu,6.549491737273894e-06,0.0025591974791472996,0.0022535332260969028
607,50,64,0.01,32,32,sigmoid,sigmoid,6.5498588203453665e-06,0.0025592691965374346,0.0023492739079136278
844,100,16,0.01,32,16,tanh,sigmoid,6.559625736182685e-06,0.0025611766311956475,0.0021551320688579594
632,50,64,0.01,64,32,relu,tanh,6.561604300480361e-06,0.0025615628628789027,0.002282592578217994
122,50,16,0.01,32,32,sigmoid,tanh,6.566874678204354e-06,0.0025625913989952348,0.0022735100541884487
1022,100,32,0.001,32,64,sigmoid,tanh,6.568673840875155e-06,0.0025629424185640913,0.002287307520477378
421,50,32,0.1,16,32,tanh,sigmoid,6.571688988588093e-06,0.002563530571026625,0.0021976895118559635
89,50,16,0.01,16,16,tanh,tanh,6.575194253412004e-06,0.002564214159038204,0.001964844505703503
1091,100,32,0.01,32,32,relu,tanh,6.575284699623843e-06,0.0025642317952212987,0.002024710783371481
383,50,32,0.01,64,16,sigmoid,tanh,6.608494193164642e-06,0.002570699164267309,0.0022526864102069906
111,50,16,0.01,32,16,sigmoid,relu,6.613257517839878e-06,0.0025716254622008775,0.002293027069868563
30,50,16,0.001,32,16,sigmoid,relu,6.613957797912236e-06,0.002571761613741102,0.0021757446594630097
1018,100,32,0.001,32,64,relu,sigmoid,6.62024537894992e-06,0.002572983750230444,0.0021728157336303395
308,50,32,0.001,64,32,relu,tanh,6.622465633785975e-06,0.0025734151693393693,0.0020690685848258495
984,100,32,0.001,16,32,sigmoid,relu,6.633299515044199e-06,0.002575519270951821,0.0023228546747855075
538,50,64,0.001,32,64,tanh,sigmoid,6.636772353524027e-06,0.0025761933843413284,0.0023339923596214095
